Country,Indicator,Attribute,Value
Korea,Nominal GDP NC (millions) ,1979,32364768.8
Korea,Nominal GDP NC (millions) ,1980,39702731.3
Korea,Nominal GDP NC (millions) ,1981,49707534
Korea,Nominal GDP NC (millions) ,1982,57306855.6
Korea,Nominal GDP NC (millions) ,1983,67967498.5
Korea,Nominal GDP NC (millions) ,1984,78705111.9
Korea,Nominal GDP NC (millions) ,1985,88170803.4
Korea,Nominal GDP NC (millions) ,1986,103050758.2
Korea,Nominal GDP NC (millions) ,1987,121677758.6
Korea,Nominal GDP NC (millions) ,1988,145914577.2
Korea,Nominal GDP NC (millions) ,1989,165741320
Korea,Nominal GDP NC (millions) ,1990,200732487.8
Korea,Nominal GDP NC (millions) ,1991,242491308
Korea,Nominal GDP NC (millions) ,1992,277290801
Korea,Nominal GDP NC (millions) ,1993,315205192.8
Korea,Nominal GDP NC (millions) ,1994,372498269.4
Korea,Nominal GDP NC (millions) ,1995,437037851.7
Korea,Nominal GDP NC (millions) ,1996,490708820
Korea,Nominal GDP NC (millions) ,1997,542141172
Korea,Nominal GDP NC (millions) ,1998,537373220.4
Korea,Nominal GDP NC (millions) ,1999,591537147.6
Korea,Nominal GDP NC (millions) ,2000,651460198.9
Korea,Nominal GDP NC (millions) ,2001,706756520.8
Korea,Nominal GDP NC (millions) ,2002,784827865.6
Korea,Nominal GDP NC (millions) ,2003,836898964.5
Korea,Nominal GDP NC (millions) ,2004,908081284
Korea,Nominal GDP NC (millions) ,2005,957602521.3
Korea,Nominal GDP NC (millions) ,2006,1005581967
Korea,Nominal GDP NC (millions) ,2007,1089630350
Korea,Nominal GDP NC (millions) ,2008,1154266010
Korea,Nominal GDP NC (millions) ,2009,1204823319
Korea,Nominal GDP NC (millions) ,2010,1322474886
Korea,Nominal GDP NC (millions) ,2011,1388967298
Korea,Nominal GDP NC (millions) ,2012,1440514507
Korea,Nominal GDP NC (millions) ,2013,1500166656
Korea,Nominal GDP NC (millions) ,2014,1562723258
Korea,Nominal GDP NC (millions) ,2015,1658020400
Korea,Nominal GDP NC (millions) ,2016,1741017906
Korea,Nominal GDP NC (millions) ,2017,1836526395
Korea,Nominal GDP NC (millions) ,2018,1898981659
Korea,Nominal GDP NC (millions) ,2019,1919218923
Korea,Nominal GDP NC (millions) ,2020 Estimated,1924643435
Korea,Energy Technology RD&D Budget NC(millions),1974,..
Korea,Energy Technology RD&D Budget NC(millions),1975,..
Korea,Energy Technology RD&D Budget NC(millions),1976,..
Korea,Energy Technology RD&D Budget NC(millions),1977,..
Korea,Energy Technology RD&D Budget NC(millions),1978,..
Korea,Energy Technology RD&D Budget NC(millions),1979,..
Korea,Energy Technology RD&D Budget NC(millions),1980,..
Korea,Energy Technology RD&D Budget NC(millions),1981,..
Korea,Energy Technology RD&D Budget NC(millions),1982,..
Korea,Energy Technology RD&D Budget NC(millions),1983,..
Korea,Energy Technology RD&D Budget NC(millions),1984,..
Korea,Energy Technology RD&D Budget NC(millions),1985,..
Korea,Energy Technology RD&D Budget NC(millions),1986,..
Korea,Energy Technology RD&D Budget NC(millions),1987,..
Korea,Energy Technology RD&D Budget NC(millions),1988,..
Korea,Energy Technology RD&D Budget NC(millions),1989,..
Korea,Energy Technology RD&D Budget NC(millions),1990,..
Korea,Energy Technology RD&D Budget NC(millions),1991,..
Korea,Energy Technology RD&D Budget NC(millions),1992,..
Korea,Energy Technology RD&D Budget NC(millions),1993,..
Korea,Energy Technology RD&D Budget NC(millions),1994,..
Korea,Energy Technology RD&D Budget NC(millions),1995,..
Korea,Energy Technology RD&D Budget NC(millions),1996,..
Korea,Energy Technology RD&D Budget NC(millions),1997,..
Korea,Energy Technology RD&D Budget NC(millions),1998,..
Korea,Energy Technology RD&D Budget NC(millions),1999,..
Korea,Energy Technology RD&D Budget NC(millions),2000,..
Korea,Energy Technology RD&D Budget NC(millions),2001,..
Korea,Energy Technology RD&D Budget NC(millions),2002,110298
Korea,Energy Technology RD&D Budget NC(millions),2003,..
Korea,Energy Technology RD&D Budget NC(millions),2004,365907
Korea,Energy Technology RD&D Budget NC(millions),2005,339047
Korea,Energy Technology RD&D Budget NC(millions),2006,445806
Korea,Energy Technology RD&D Budget NC(millions),2007,541919
Korea,Energy Technology RD&D Budget NC(millions),2008,451517.747
Korea,Energy Technology RD&D Budget NC(millions),2009,553816
Korea,Energy Technology RD&D Budget NC(millions),2010,619938
Korea,Energy Technology RD&D Budget NC(millions),2011,602796.393
Korea,Energy Technology RD&D Budget NC(millions),2012,692638
Korea,Energy Technology RD&D Budget NC(millions),2013,700212
Korea,Energy Technology RD&D Budget NC(millions),2014,675783
Korea,Energy Technology RD&D Budget NC(millions),2015,668476
Korea,Energy Technology RD&D Budget NC(millions),2016,644411
Korea,Energy Technology RD&D Budget NC(millions),2017,646958
Korea,Energy Technology RD&D Budget NC(millions),2018,645738
Korea,Energy Technology RD&D Budget NC(millions),2019,650352
Korea,Energy Technology RD&D Budget NC(millions),2020 Estimated,..
Korea,RD&D per thousand units of GDP,1974,..
Korea,RD&D per thousand units of GDP,1975,..
Korea,RD&D per thousand units of GDP,1976,..
Korea,RD&D per thousand units of GDP,1977,..
Korea,RD&D per thousand units of GDP,1978,..
Korea,RD&D per thousand units of GDP,1979,..
Korea,RD&D per thousand units of GDP,1980,..
Korea,RD&D per thousand units of GDP,1981,..
Korea,RD&D per thousand units of GDP,1982,..
Korea,RD&D per thousand units of GDP,1983,..
Korea,RD&D per thousand units of GDP,1984,..
Korea,RD&D per thousand units of GDP,1985,..
Korea,RD&D per thousand units of GDP,1986,..
Korea,RD&D per thousand units of GDP,1987,..
Korea,RD&D per thousand units of GDP,1988,..
Korea,RD&D per thousand units of GDP,1989,..
Korea,RD&D per thousand units of GDP,1990,..
Korea,RD&D per thousand units of GDP,1991,..
Korea,RD&D per thousand units of GDP,1992,..
Korea,RD&D per thousand units of GDP,1993,..
Korea,RD&D per thousand units of GDP,1994,..
Korea,RD&D per thousand units of GDP,1995,..
Korea,RD&D per thousand units of GDP,1996,..
Korea,RD&D per thousand units of GDP,1997,..
Korea,RD&D per thousand units of GDP,1998,..
Korea,RD&D per thousand units of GDP,1999,..
Korea,RD&D per thousand units of GDP,2000,..
Korea,RD&D per thousand units of GDP,2001,..
Korea,RD&D per thousand units of GDP,2002,0.141
Korea,RD&D per thousand units of GDP,2003,..
Korea,RD&D per thousand units of GDP,2004,0.403
Korea,RD&D per thousand units of GDP,2005,0.354
Korea,RD&D per thousand units of GDP,2006,0.443
Korea,RD&D per thousand units of GDP,2007,0.497
Korea,RD&D per thousand units of GDP,2008,0.391
Korea,RD&D per thousand units of GDP,2009,0.46
Korea,RD&D per thousand units of GDP,2010,0.469
Korea,RD&D per thousand units of GDP,2011,0.434
Korea,RD&D per thousand units of GDP,2012,0.481
Korea,RD&D per thousand units of GDP,2013,0.467
Korea,RD&D per thousand units of GDP,2014,0.432
Korea,RD&D per thousand units of GDP,2015,0.403
Korea,RD&D per thousand units of GDP,2016,0.37
Korea,RD&D per thousand units of GDP,2017,0.352
Korea,RD&D per thousand units of GDP,2018,0.34
Korea,RD&D per thousand units of GDP,2019,0.339
Korea,RD&D per thousand units of GDP,2020 Estimated,..
Lithuania,Nominal GDP NC (millions) ,1974,..
Lithuania,Nominal GDP NC (millions) ,1975,..
Lithuania,Nominal GDP NC (millions) ,1976,..
Lithuania,Nominal GDP NC (millions) ,1977,..
Lithuania,Nominal GDP NC (millions) ,1978,..
Lithuania,Nominal GDP NC (millions) ,1979,..
Lithuania,Nominal GDP NC (millions) ,1980,..
Lithuania,Nominal GDP NC (millions) ,1981,..
Lithuania,Nominal GDP NC (millions) ,1982,..
Lithuania,Nominal GDP NC (millions) ,1983,..
Lithuania,Nominal GDP NC (millions) ,1984,..
Lithuania,Nominal GDP NC (millions) ,1985,..
Lithuania,Nominal GDP NC (millions) ,1986,..
Lithuania,Nominal GDP NC (millions) ,1987,..
Lithuania,Nominal GDP NC (millions) ,1988,..
Lithuania,Nominal GDP NC (millions) ,1989,..
Lithuania,Nominal GDP NC (millions) ,1990,..
Lithuania,Nominal GDP NC (millions) ,1991,..
Lithuania,Nominal GDP NC (millions) ,1992,..
Lithuania,Nominal GDP NC (millions) ,1993,..
Lithuania,Nominal GDP NC (millions) ,1994,..
Lithuania,Nominal GDP NC (millions) ,1995,7765.846972
Lithuania,Nominal GDP NC (millions) ,1996,9711.448604
Lithuania,Nominal GDP NC (millions) ,1997,11713.85033
Lithuania,Nominal GDP NC (millions) ,1998,13024.35343
Lithuania,Nominal GDP NC (millions) ,1999,12719.3656
Lithuania,Nominal GDP NC (millions) ,2000,13351.49487
Lithuania,Nominal GDP NC (millions) ,2001,14179.66308
Lithuania,Nominal GDP NC (millions) ,2002,15183.07004
Lithuania,Nominal GDP NC (millions) ,2003,16659.93714
Lithuania,Nominal GDP NC (millions) ,2004,18215.91614
Lithuania,Nominal GDP NC (millions) ,2005,20969.77922
Lithuania,Nominal GDP NC (millions) ,2006,24063.83561
Lithuania,Nominal GDP NC (millions) ,2007,29005.50322
Lithuania,Nominal GDP NC (millions) ,2008,32664.9973
Lithuania,Nominal GDP NC (millions) ,2009,26902.90159
Lithuania,Nominal GDP NC (millions) ,2010,28029.26128
Lithuania,Nominal GDP NC (millions) ,2011,31332.98559
Lithuania,Nominal GDP NC (millions) ,2012,33425.07674
Lithuania,Nominal GDP NC (millions) ,2013,35035.94085
Lithuania,Nominal GDP NC (millions) ,2014,36568.00239
Lithuania,Nominal GDP NC (millions) ,2015,37345.698
Lithuania,Nominal GDP NC (millions) ,2016,38898.95395
Lithuania,Nominal GDP NC (millions) ,2017,42281.65836
Lithuania,Nominal GDP NC (millions) ,2018,45481.6425
Lithuania,Nominal GDP NC (millions) ,2019,48797.27764
Lithuania,Nominal GDP NC (millions) ,2020 Estimated,48782.28467
Lithuania,Energy Technology RD&D Budget NC(millions),1974,..
Lithuania,Energy Technology RD&D Budget NC(millions),1975,..
Lithuania,Energy Technology RD&D Budget NC(millions),1976,..
Lithuania,Energy Technology RD&D Budget NC(millions),1977,..
Lithuania,Energy Technology RD&D Budget NC(millions),1978,..
Lithuania,Energy Technology RD&D Budget NC(millions),1979,..
Lithuania,Energy Technology RD&D Budget NC(millions),1980,..
Lithuania,Energy Technology RD&D Budget NC(millions),1981,..
Lithuania,Energy Technology RD&D Budget NC(millions),1982,..
Lithuania,Energy Technology RD&D Budget NC(millions),1983,..
Lithuania,Energy Technology RD&D Budget NC(millions),1984,..
Lithuania,Energy Technology RD&D Budget NC(millions),1985,..
Lithuania,Energy Technology RD&D Budget NC(millions),1986,..
Lithuania,Energy Technology RD&D Budget NC(millions),1987,..
Lithuania,Energy Technology RD&D Budget NC(millions),1988,..
Lithuania,Energy Technology RD&D Budget NC(millions),1989,..
Lithuania,Energy Technology RD&D Budget NC(millions),1990,..
Lithuania,Energy Technology RD&D Budget NC(millions),1991,..
Lithuania,Energy Technology RD&D Budget NC(millions),1992,..
Lithuania,Energy Technology RD&D Budget NC(millions),1993,..
Lithuania,Energy Technology RD&D Budget NC(millions),1994,..
Lithuania,Energy Technology RD&D Budget NC(millions),1995,..
Lithuania,Energy Technology RD&D Budget NC(millions),1996,..
Lithuania,Energy Technology RD&D Budget NC(millions),1997,..
Lithuania,Energy Technology RD&D Budget NC(millions),1998,..
Lithuania,Energy Technology RD&D Budget NC(millions),1999,..
Lithuania,Energy Technology RD&D Budget NC(millions),2000,..
Lithuania,Energy Technology RD&D Budget NC(millions),2001,..
Lithuania,Energy Technology RD&D Budget NC(millions),2002,..
Lithuania,Energy Technology RD&D Budget NC(millions),2003,..
Lithuania,Energy Technology RD&D Budget NC(millions),2004,..
Lithuania,Energy Technology RD&D Budget NC(millions),2005,..
Lithuania,Energy Technology RD&D Budget NC(millions),2006,..
Lithuania,Energy Technology RD&D Budget NC(millions),2007,..
Lithuania,Energy Technology RD&D Budget NC(millions),2008,..
Lithuania,Energy Technology RD&D Budget NC(millions),2009,..
Lithuania,Energy Technology RD&D Budget NC(millions),2010,..
Lithuania,Energy Technology RD&D Budget NC(millions),2011,..
Lithuania,Energy Technology RD&D Budget NC(millions),2012,..
Lithuania,Energy Technology RD&D Budget NC(millions),2013,..
Lithuania,Energy Technology RD&D Budget NC(millions),2014,..
Lithuania,Energy Technology RD&D Budget NC(millions),2015,..
Lithuania,Energy Technology RD&D Budget NC(millions),2016,..
Lithuania,Energy Technology RD&D Budget NC(millions),2017,..
Lithuania,Energy Technology RD&D Budget NC(millions),2018,..
Lithuania,Energy Technology RD&D Budget NC(millions),2019,11.972
Lithuania,Energy Technology RD&D Budget NC(millions),2020 Estimated,21.407
Lithuania,RD&D per thousand units of GDP,1974,..
Lithuania,RD&D per thousand units of GDP,1975,..
Lithuania,RD&D per thousand units of GDP,1976,..
Lithuania,RD&D per thousand units of GDP,1977,..
Lithuania,RD&D per thousand units of GDP,1978,..
Lithuania,RD&D per thousand units of GDP,1979,..
Lithuania,RD&D per thousand units of GDP,1980,..
Lithuania,RD&D per thousand units of GDP,1981,..
Lithuania,RD&D per thousand units of GDP,1982,..
Lithuania,RD&D per thousand units of GDP,1983,..
Lithuania,RD&D per thousand units of GDP,1984,..
Lithuania,RD&D per thousand units of GDP,1985,..
Lithuania,RD&D per thousand units of GDP,1986,..
Lithuania,RD&D per thousand units of GDP,1987,..
Lithuania,RD&D per thousand units of GDP,1988,..
Lithuania,RD&D per thousand units of GDP,1989,..
Lithuania,RD&D per thousand units of GDP,1990,..
Lithuania,RD&D per thousand units of GDP,1991,..
Lithuania,RD&D per thousand units of GDP,1992,..
Lithuania,RD&D per thousand units of GDP,1993,..
Lithuania,RD&D per thousand units of GDP,1994,..
Lithuania,RD&D per thousand units of GDP,1995,..
Lithuania,RD&D per thousand units of GDP,1996,..
Lithuania,RD&D per thousand units of GDP,1997,..
Lithuania,RD&D per thousand units of GDP,1998,..
Lithuania,RD&D per thousand units of GDP,1999,..
Lithuania,RD&D per thousand units of GDP,2000,..
Lithuania,RD&D per thousand units of GDP,2001,..
Lithuania,RD&D per thousand units of GDP,2002,..
Lithuania,RD&D per thousand units of GDP,2003,..
Lithuania,RD&D per thousand units of GDP,2004,..
Lithuania,RD&D per thousand units of GDP,2005,..
Lithuania,RD&D per thousand units of GDP,2006,..
Lithuania,RD&D per thousand units of GDP,2007,..
Lithuania,RD&D per thousand units of GDP,2008,..
Lithuania,RD&D per thousand units of GDP,2009,..
Lithuania,RD&D per thousand units of GDP,2010,..
Lithuania,RD&D per thousand units of GDP,2011,..
Lithuania,RD&D per thousand units of GDP,2012,..
Lithuania,RD&D per thousand units of GDP,2013,..
Lithuania,RD&D per thousand units of GDP,2014,..
Lithuania,RD&D per thousand units of GDP,2015,..
Lithuania,RD&D per thousand units of GDP,2016,..
Lithuania,RD&D per thousand units of GDP,2017,..
Lithuania,RD&D per thousand units of GDP,2018,..
Lithuania,RD&D per thousand units of GDP,2019,0.245
Lithuania,RD&D per thousand units of GDP,2020 Estimated,0.439
Luxembourg,Nominal GDP NC (millions),1974,3179.407
Luxembourg,Nominal GDP NC (millions),1975,2947.995
Luxembourg,Nominal GDP NC (millions),1976,3393.233
Luxembourg,Nominal GDP NC (millions),1977,3481.848
Luxembourg,Nominal GDP NC (millions),1978,3819.504
Luxembourg,Nominal GDP NC (millions),1979,4147.099
Luxembourg,Nominal GDP NC (millions),1980,4523.33
Luxembourg,Nominal GDP NC (millions),1981,4812.395
Luxembourg,Nominal GDP NC (millions),1982,5400.475
Luxembourg,Nominal GDP NC (millions),1983,5941.498
Luxembourg,Nominal GDP NC (millions),1984,6587.178
Luxembourg,Nominal GDP NC (millions),1985,6971.08
Luxembourg,Nominal GDP NC (millions),1986,7666.968
Luxembourg,Nominal GDP NC (millions),1987,7970.016
Luxembourg,Nominal GDP NC (millions),1988,8892.428
Luxembourg,Nominal GDP NC (millions),1989,10152.378
Luxembourg,Nominal GDP NC (millions),1990,10958.94
Luxembourg,Nominal GDP NC (millions),1991,12128.975
Luxembourg,Nominal GDP NC (millions),1992,12802.9
Luxembourg,Nominal GDP NC (millions),1993,14143.588
Luxembourg,Nominal GDP NC (millions),1994,15198.68
Luxembourg,Nominal GDP NC (millions),1995,15776.384
Luxembourg,Nominal GDP NC (millions),1996,16705.58
Luxembourg,Nominal GDP NC (millions),1997,17492.49
Luxembourg,Nominal GDP NC (millions),1998,18196.564
Luxembourg,Nominal GDP NC (millions),1999,20859.436
Luxembourg,Nominal GDP NC (millions),2000,23062.914
Luxembourg,Nominal GDP NC (millions),2001,23789.02
Luxembourg,Nominal GDP NC (millions),2002,25103.022
Luxembourg,Nominal GDP NC (millions),2003,26185.938
Luxembourg,Nominal GDP NC (millions),2004,27947.52
Luxembourg,Nominal GDP NC (millions),2005,30035.25
Luxembourg,Nominal GDP NC (millions),2006,33823.163
Luxembourg,Nominal GDP NC (millions),2007,37196.6
Luxembourg,Nominal GDP NC (millions),2008,38117.376
Luxembourg,Nominal GDP NC (millions),2009,36972.936
Luxembourg,Nominal GDP NC (millions),2010,40172.132
Luxembourg,Nominal GDP NC (millions),2011,43185.152
Luxembourg,Nominal GDP NC (millions),2012,44094.26
Luxembourg,Nominal GDP NC (millions),2013,46519.92
Luxembourg,Nominal GDP NC (millions),2014,49816.168
Luxembourg,Nominal GDP NC (millions),2015,52066
Luxembourg,Nominal GDP NC (millions),2016,54883.584
Luxembourg,Nominal GDP NC (millions),2017,56813.7
Luxembourg,Nominal GDP NC (millions),2018,60067.803
Luxembourg,Nominal GDP NC (millions),2019,63492.99
Luxembourg,Nominal GDP NC (millions),2020 Estimated,64160.176
Luxembourg,Energy Technology RD&D Budget NC(millions) ,1974,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,1975,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,1976,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,1977,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,1978,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,1979,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,1980,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,1981,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,1982,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,1983,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,1984,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,1985,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,1986,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,1987,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,1988,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,1989,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,1990,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,1991,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,1992,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,1993,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,1994,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,1995,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,1996,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,1997,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,1998,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,1999,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,2000,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,2001,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,2002,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,2003,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,2004,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,2005,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,2006,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,2007,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,2008,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,2009,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,2010,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,2011,24.64
Luxembourg,Energy Technology RD&D Budget NC(millions) ,2012,71.436
Luxembourg,Energy Technology RD&D Budget NC(millions) ,2013,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,2014,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,2015,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,2016,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,2017,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,2018,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,2019,..
Luxembourg,Energy Technology RD&D Budget NC(millions) ,2020 Estimated,..
Luxembourg,RD&D per thousand units of GDP ,1974,..
Luxembourg,RD&D per thousand units of GDP ,1975,..
Luxembourg,RD&D per thousand units of GDP ,1976,..
Luxembourg,RD&D per thousand units of GDP ,1977,..
Luxembourg,RD&D per thousand units of GDP ,1978,..
Luxembourg,RD&D per thousand units of GDP ,1979,..
Luxembourg,RD&D per thousand units of GDP ,1980,..
Luxembourg,RD&D per thousand units of GDP ,1981,..
Luxembourg,RD&D per thousand units of GDP ,1982,..
Luxembourg,RD&D per thousand units of GDP ,1983,..
Luxembourg,RD&D per thousand units of GDP ,1984,..
Luxembourg,RD&D per thousand units of GDP ,1985,..
Luxembourg,RD&D per thousand units of GDP ,1986,..
Luxembourg,RD&D per thousand units of GDP ,1987,..
Luxembourg,RD&D per thousand units of GDP ,1988,..
Luxembourg,RD&D per thousand units of GDP ,1989,..
Luxembourg,RD&D per thousand units of GDP ,1990,..
Luxembourg,RD&D per thousand units of GDP ,1991,..
Luxembourg,RD&D per thousand units of GDP ,1992,..
Luxembourg,RD&D per thousand units of GDP ,1993,..
Luxembourg,RD&D per thousand units of GDP ,1994,..
Luxembourg,RD&D per thousand units of GDP ,1995,..
Luxembourg,RD&D per thousand units of GDP ,1996,..
Luxembourg,RD&D per thousand units of GDP ,1997,..
Luxembourg,RD&D per thousand units of GDP ,1998,..
Luxembourg,RD&D per thousand units of GDP ,1999,..
Luxembourg,RD&D per thousand units of GDP ,2000,..
Luxembourg,RD&D per thousand units of GDP ,2001,..
Luxembourg,RD&D per thousand units of GDP ,2002,..
Luxembourg,RD&D per thousand units of GDP ,2003,..
Luxembourg,RD&D per thousand units of GDP ,2004,..
Luxembourg,RD&D per thousand units of GDP ,2005,..
Luxembourg,RD&D per thousand units of GDP ,2006,..
Luxembourg,RD&D per thousand units of GDP ,2007,..
Luxembourg,RD&D per thousand units of GDP ,2008,..
Luxembourg,RD&D per thousand units of GDP ,2009,..
Luxembourg,RD&D per thousand units of GDP ,2010,..
Luxembourg,RD&D per thousand units of GDP ,2011,0.571
Luxembourg,RD&D per thousand units of GDP ,2012,1.62
Luxembourg,RD&D per thousand units of GDP ,2013,..
Luxembourg,RD&D per thousand units of GDP ,2014,..
Luxembourg,RD&D per thousand units of GDP ,2015,..
Luxembourg,RD&D per thousand units of GDP ,2016,..
Luxembourg,RD&D per thousand units of GDP ,2017,..
Luxembourg,RD&D per thousand units of GDP ,2018,..
Luxembourg,RD&D per thousand units of GDP ,2019,..
Luxembourg,RD&D per thousand units of GDP ,2020 Estimated,..
Mexico,Nominal GDP NC (millions),1974,..
Mexico,Nominal GDP NC (millions),1975,..
Mexico,Nominal GDP NC (millions),1976,..
Mexico,Nominal GDP NC (millions),1977,..
Mexico,Nominal GDP NC (millions),1978,..
Mexico,Nominal GDP NC (millions),1979,7534.291
Mexico,Nominal GDP NC (millions),1980,8161.454
Mexico,Nominal GDP NC (millions),1981,8879.175
Mexico,Nominal GDP NC (millions),1982,8816.393
Mexico,Nominal GDP NC (millions),1983,25312.959
Mexico,Nominal GDP NC (millions),1984,34965.492
Mexico,Nominal GDP NC (millions),1985,53902.242
Mexico,Nominal GDP NC (millions),1986,95111.126
Mexico,Nominal GDP NC (millions),1987,237786.921
Mexico,Nominal GDP NC (millions),1988,472580.171
Mexico,Nominal GDP NC (millions),1989,622493.851
Mexico,Nominal GDP NC (millions),1990,839518.842
Mexico,Nominal GDP NC (millions),1991,1088619.712
Mexico,Nominal GDP NC (millions),1992,1286270.034
Mexico,Nominal GDP NC (millions),1993,1561258.556
Mexico,Nominal GDP NC (millions),1994,1775889.87
Mexico,Nominal GDP NC (millions),1995,2308357.175
Mexico,Nominal GDP NC (millions),1996,3118142.448
Mexico,Nominal GDP NC (millions),1997,3968567.784
Mexico,Nominal GDP NC (millions),1998,4804679.394
Mexico,Nominal GDP NC (millions),1999,5744366.712
Mexico,Nominal GDP NC (millions),2000,6695001.69
Mexico,Nominal GDP NC (millions),2001,7069110.125
Mexico,Nominal GDP NC (millions),2002,7453487.657
Mexico,Nominal GDP NC (millions),2003,7869917.814
Mexico,Nominal GDP NC (millions),2004,8834491.614
Mexico,Nominal GDP NC (millions),2005,9560393.21
Mexico,Nominal GDP NC (millions),2006,10629135.04
Mexico,Nominal GDP NC (millions),2007,11510390.42
Mexico,Nominal GDP NC (millions),2008,12351507.94
Mexico,Nominal GDP NC (millions),2009,12156809.7
Mexico,Nominal GDP NC (millions),2010,13373008.66
Mexico,Nominal GDP NC (millions),2011,14661683.93
Mexico,Nominal GDP NC (millions),2012,15816647.08
Mexico,Nominal GDP NC (millions),2013,16275564.18
Mexico,Nominal GDP NC (millions),2014,17476560.97
Mexico,Nominal GDP NC (millions),2015,18572109
Mexico,Nominal GDP NC (millions),2016,20128051.68
Mexico,Nominal GDP NC (millions),2017,21935286.74
Mexico,Nominal GDP NC (millions),2018,23530641.32
Mexico,Nominal GDP NC (millions),2019,24452161.38
Mexico,Nominal GDP NC (millions),2020 Estimated,23130621.42
Mexico,Energy Technology RD&D Budget NC(millions) ,1974,..
Mexico,Energy Technology RD&D Budget NC(millions) ,1975,..
Mexico,Energy Technology RD&D Budget NC(millions) ,1976,..
Mexico,Energy Technology RD&D Budget NC(millions) ,1977,..
Mexico,Energy Technology RD&D Budget NC(millions) ,1978,..
Mexico,Energy Technology RD&D Budget NC(millions) ,1979,..
Mexico,Energy Technology RD&D Budget NC(millions) ,1980,..
Mexico,Energy Technology RD&D Budget NC(millions) ,1981,..
Mexico,Energy Technology RD&D Budget NC(millions) ,1982,..
Mexico,Energy Technology RD&D Budget NC(millions) ,1983,..
Mexico,Energy Technology RD&D Budget NC(millions) ,1984,..
Mexico,Energy Technology RD&D Budget NC(millions) ,1985,..
Mexico,Energy Technology RD&D Budget NC(millions) ,1986,..
Mexico,Energy Technology RD&D Budget NC(millions) ,1987,..
Mexico,Energy Technology RD&D Budget NC(millions) ,1988,..
Mexico,Energy Technology RD&D Budget NC(millions) ,1989,..
Mexico,Energy Technology RD&D Budget NC(millions) ,1990,..
Mexico,Energy Technology RD&D Budget NC(millions) ,1991,..
Mexico,Energy Technology RD&D Budget NC(millions) ,1992,..
Mexico,Energy Technology RD&D Budget NC(millions) ,1993,..
Mexico,Energy Technology RD&D Budget NC(millions) ,1994,..
Mexico,Energy Technology RD&D Budget NC(millions) ,1995,..
Mexico,Energy Technology RD&D Budget NC(millions) ,1996,..
Mexico,Energy Technology RD&D Budget NC(millions) ,1997,..
Mexico,Energy Technology RD&D Budget NC(millions) ,1998,..
Mexico,Energy Technology RD&D Budget NC(millions) ,1999,..
Mexico,Energy Technology RD&D Budget NC(millions) ,2000,..
Mexico,Energy Technology RD&D Budget NC(millions) ,2001,..
Mexico,Energy Technology RD&D Budget NC(millions) ,2002,..
Mexico,Energy Technology RD&D Budget NC(millions) ,2003,..
Mexico,Energy Technology RD&D Budget NC(millions) ,2004,..
Mexico,Energy Technology RD&D Budget NC(millions) ,2005,..
Mexico,Energy Technology RD&D Budget NC(millions) ,2006,..
